Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Cell_type_signature	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS	149	7	0.00020141879720913177	0.02089720021044742	MLF1:ADH7:ALDH1A1:ALDH3B1:CKB:MNS1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS
Cell_type_signature	TRAVAGLINI_LUNG_DIFFERENTIATING_BASAL_CELL	152	7	0.00022763332114453323	0.02099285072777362	DHRS3:AKR1A1:ADH1C:ADH7:ALDH1A1:LIMA1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TRAVAGLINI_LUNG_DIFFERENTIATING_BASAL_CELL
Cell_type_signature	DESCARTES_FETAL_PLACENTA_AFP_ALB_POSITIVE_CELLS	160	7	0.0003112030217336711	0.024385631702705468	MASP2:UGT2B4:ADH4:ADH6:ADH1A:MLXIPL:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DESCARTES_FETAL_PLACENTA_AFP_ALB_POSITIVE_CELLS
Cell_type_signature	TRAVAGLINI_LUNG_ALVEOLAR_FIBROBLAST_CELL	161	7	0.00032318307075874717	0.024385631702705468	DHRS3:FMO3:SPTBN1:ADH1B:CYP3A5:ALDH1A1:GDF10	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TRAVAGLINI_LUNG_ALVEOLAR_FIBROBLAST_CELL
Cell_type_signature	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_SUSTENTACULAR_CELLS	47	4	0.0005391780421428969	0.0372931479148837	UGT2A1:UGT2A1:ADH1C:MGST1:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_SUSTENTACULAR_CELLS
Cell_type_signature	TRAVAGLINI_LUNG_PROXIMAL_BASAL_CELL	574	13	0.000754712650419766	0.0481854999883389	DHRS3:AKR1A1:FAF1:SH3YL1:ADH5:ADH1C:ADH7:ALDH1A1:MGST1:LIMA1:ALDH2:ALDH3A1:RAD23A	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TRAVAGLINI_LUNG_PROXIMAL_BASAL_CELL
KEGG	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	68	33	7.575938848940802e-52	1.409124625902989e-49	FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:CYP2C18:CYP2E1:ALDH3B1:MGST1:ALDH1A3:ALDH3A1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_DRUG_METABOLISM_CYTOCHROME_P450
KEGG	KEGG_RETINOL_METABOLISM	58	30	2.7427884321892667e-48	2.4221363399647832e-46	DHRS3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2B6:CYP2A13:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_RETINOL_METABOLISM
KEGG	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	66	31	3.906671516072231e-48	2.4221363399647832e-46	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:CYP2C18:CYP2E1:ALDH3B1:MGST1:ALDH1A3:ALDH3A1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
KEGG	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	23	16	3.431731024641188e-29	1.5957549264581523e-27	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
KEGG	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	46	18	1.826587102162056e-26	6.794904020042847e-25	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_DRUG_METABOLISM_OTHER_ENZYMES
KEGG	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	26	15	1.4261066191552014e-25	4.420930519381124e-24	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
KEGG	KEGG_STEROID_HORMONE_BIOSYNTHESIS	49	17	5.613981478833202e-24	1.4917150786613935e-22	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_STEROID_HORMONE_BIOSYNTHESIS
KEGG	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	39	15	4.240202929905815e-22	9.85847181203102e-21	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
KEGG	KEGG_STARCH_AND_SUCROSE_METABOLISM	47	15	1.1991914817544888e-20	2.47832906229261e-19	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_STARCH_AND_SUCROSE_METABOLISM
KEGG	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	15	1.337830743730815e-18	2.488365183339316e-17	AKR1A1:PKLR:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:LDHAL6A:ALDH3B1:ALDH2:ALDH1A3:ALDH3A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_GLYCOLYSIS_GLUCONEOGENESIS
KEGG	KEGG_TYROSINE_METABOLISM	42	10	9.910372994183762e-13	1.675753979016527e-11	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH3B1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_TYROSINE_METABOLISM
KEGG	KEGG_FATTY_ACID_METABOLISM	41	8	1.0971640228005578e-09	1.7006042353408646e-08	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_FATTY_ACID_METABOLISM
KEGG	KEGG_PYRUVATE_METABOLISM	39	6	6.315420076886705e-07	9.035908725391748e-06	PKLR:LDHAL6A:ACACB:ALDH2:LDHD:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PYRUVATE_METABOLISM
KEGG	KEGG_PROPANOATE_METABOLISM	32	5	5.231377888541888e-06	6.95025919477708e-05	LDHAL6A:ACACB:ALDH2:ALDH6A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PROPANOATE_METABOLISM
KEGG	KEGG_LINOLEIC_ACID_METABOLISM	27	4	6.009602921045451e-05	0.000745190762209636	CYP3A5:CYP3A43:CYP2C18:CYP2E1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_LINOLEIC_ACID_METABOLISM
KEGG	KEGG_HISTIDINE_METABOLISM	29	4	8.032007891577622e-05	0.0009337209173958985	ALDH3B1:ALDH2:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_HISTIDINE_METABOLISM
KEGG	KEGG_PHENYLALANINE_METABOLISM	17	3	0.00031466918759832864	0.0034428511113699487	ALDH3B1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PHENYLALANINE_METABOLISM
KEGG	KEGG_INOSITOL_PHOSPHATE_METABOLISM	54	4	0.0009153059235539704	0.009458161210057695	SYNJ2:PTEN:INPPL1:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_INOSITOL_PHOSPHATE_METABOLISM
KEGG	KEGG_SULFUR_METABOLISM	11	2	0.0033329405138609403	0.03262773345148078	SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_SULFUR_METABOLISM
KEGG	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	44	3	0.005231844924850907	0.04865615780111344	BCKDHB:ALDH2:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
microRNA_targets	MIR6507_5P	329	15	7.121049026087714e-08	9.405271877593684e-05	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:ABCG2:PCMTD1:OTUD6B:PTEN:DOCK9:RASA3:NFAT5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6507_5P
microRNA_targets	MIR4496	283	14	7.24039405511446e-08	9.405271877593684e-05	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:SH3BP4:ACO1:ALDH6A1:TRPM7:NFAT5:TANC2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4496
microRNA_targets	MIR4786_3P	157	10	5.699415980059586e-07	0.0004935694238731602	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:NFAT5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4786_3P
microRNA_targets	MIR185_3P	147	9	2.9406288270735647e-06	0.0019099384231842805	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR185_3P
microRNA_targets	MIR6736_3P	123	8	6.76659283715839e-06	0.0035159216381874994	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6736_3P
microRNA_targets	MIR6839_3P	152	8	3.1622828749694735e-05	0.01369268484861782	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6839_3P
microRNA_targets	MIR361_5P	157	8	3.984409737277665e-05	0.014787852139210534	ZBTB18:UGT2A3:SLC24A2:HSP90AA1:ZSCAN32:NFAT5:AWAT2:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR361_5P
microRNA_targets	MIR200A_3P	381	12	6.094627654701606e-05	0.017593279810983957	TGFB2:UGT1A8:UGT1A9:UGT1A6:UGT1A4:UGT1A3:UGT1A1:ACO1:HIPK3:TMTC1:CDK8:GABPB1:PHLPP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR200A_3P
microRNA_targets	MIR141_3P	384	12	6.567687232136092e-05	0.017593279810983957	TGFB2:UGT1A8:UGT1A9:UGT1A6:UGT1A4:UGT1A3:UGT1A1:ACO1:HIPK3:TMTC1:CDK8:GABPB1:PHLPP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR141_3P
microRNA_targets	MIR4306	447	13	6.7718552005327e-05	0.017593279810983957	PRKAB2:PM20D1:SPTBN1:PRKAR2A:ADH4:FOXP4:GLYAT:ACACB:XYLT1:SBK1:TANC2:DTNA:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4306
TF_targets	NR1H4_TARGET_GENES	368	12	4.3687393010007313e-05	0.04871144320615815	MASP2:CA14:SH3YL1:UGT2B10:UGT2B4:ADH1A:ADH1B:CYP3A43:CYP2E1:GIT2:ALDH2:KDM8	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NR1H4_TARGET_GENES
Reactome	REACTOME_BIOLOGICAL_OXIDATIONS	205	41	9.681763020333463e-46	1.601363603563155e-42	AKR1A1:FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AADAC:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:UGT3A2:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2E1:GLYAT:MGST1:ALDH2:ESD:SULT1A2:SULT1A1:ALDH3A1:CYP2B6:CYP2A13:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BIOLOGICAL_OXIDATIONS
Reactome	REACTOME_GLUCURONIDATION	23	16	3.431731024641188e-29	2.8380415573782624e-26	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCURONIDATION
Reactome	REACTOME_ASPIRIN_ADME	39	17	4.722677025354916e-26	2.6037692666456772e-23	UGT1A8:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2:CYP2E1:GLYAT	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ASPIRIN_ADME
Reactome	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	101	22	1.1499241913931783e-25	4.754936531410792e-23	AKR1A1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2:GLYAT:MGST1:ESD:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS
Reactome	REACTOME_DRUG_ADME	100	21	3.50672690730603e-24	1.1600252609368348e-21	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ABCG2:ADH1A:UGT3A2:CYP2E1:GLYAT:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DRUG_ADME
Reactome	REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	98	19	2.8672494989828046e-21	7.904051118862598e-19	FMO3:AADAC:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2E1:ALDH2:ALDH3A1:CYP2B6:CYP2A13:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS
Reactome	REACTOME_ETHANOL_OXIDATION	12	10	5.469708374284677e-20	1.292413950152408e-17	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH1A1:ALDH2:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ETHANOL_OXIDATION
Reactome	REACTOME_PARACETAMOL_ADME	26	8	1.987364865596906e-11	4.108876859621604e-09	UGT1A10:UGT1A9:UGT1A6:UGT1A1:UGT2B15:ABCG2:CYP2E1:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PARACETAMOL_ADME
Reactome	REACTOME_XENOBIOTICS	21	6	1.1838317514145664e-08	1.958057716839693e-06	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_XENOBIOTICS
Reactome	REACTOME_RA_BIOSYNTHESIS_PATHWAY	21	6	1.1838317514145664e-08	1.958057716839693e-06	DHRS3:ADH4:ADH1A:ADH1C:ALDH1A1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RA_BIOSYNTHESIS_PATHWAY
Reactome	REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	7	4	1.3584454431069015e-07	2.04260796627165e-05	PKLR:MLXIPL:ACACB:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION
Reactome	REACTOME_SIGNALING_BY_RETINOIC_ACID	42	6	9.95402427570106e-07	0.0001371996346000796	DHRS3:ADH4:ADH1A:ADH1C:ALDH1A1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_RETINOIC_ACID
Reactome	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	106	8	2.224127616465054e-06	0.0002829774675102461	PRKAB2:PKLR:PRKAR2A:ADIPOQ:MLXIPL:CACNB3:ACACB:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM
Reactome	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	59	6	7.63851293910726e-06	0.0009024357429488147	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
Reactome	REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	8	3	2.7327045173788234e-05	0.003013262181163049	PRKAB2:ADIPOQ:MLXIPL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY
Reactome	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	259	10	4.740134605063508e-05	0.004900114147984402	DHRS3:UGT1A8:UGT1A3:ADH4:ADH1A:ADH1C:KANK1:ALDH1A1:HSP90AA1:ALDH1A3:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS
Reactome	REACTOME_CYP2E1_REACTIONS	10	3	5.7870198072346366e-05	0.005317628200647827	CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYP2E1_REACTIONS
Reactome	REACTOME_PREDNISONE_ADME	10	3	5.7870198072346366e-05	0.005317628200647827	UGT1A8:UGT1A3:UGT2B17:UGT2B7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PREDNISONE_ADME
Reactome	REACTOME_HEME_DEGRADATION	15	3	0.00021304647679726236	0.01854625645382484	UGT1A4:UGT1A1:ABCG2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEME_DEGRADATION
Reactome	REACTOME_RHOU_GTPASE_CYCLE	39	4	0.000261330732454173	0.021612051573960105	SPTBN1:STAM2:GIT2:GIT1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHOU_GTPASE_CYCLE
Reactome	REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	17	3	0.00031466918759832864	0.024783944585125502	CYP3A5:MGST1:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION
Canonical_Pathways	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	68	33	7.575938848940802e-52	2.340965104322708e-48	FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:CYP2C18:CYP2E1:ALDH3B1:MGST1:ALDH1A3:ALDH3A1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_DRUG_METABOLISM_CYTOCHROME_P450
Canonical_Pathways	KEGG_RETINOL_METABOLISM	58	30	2.7427884321892667e-48	4.023871661554398e-45	DHRS3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2B6:CYP2A13:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_RETINOL_METABOLISM
Canonical_Pathways	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	66	31	3.906671516072231e-48	4.023871661554398e-45	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:CYP2C18:CYP2E1:ALDH3B1:MGST1:ALDH1A3:ALDH3A1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
Canonical_Pathways	REACTOME_BIOLOGICAL_OXIDATIONS	205	41	9.681763020333463e-46	7.4791619332076e-43	AKR1A1:FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AADAC:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:UGT3A2:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2E1:GLYAT:MGST1:ALDH2:ESD:SULT1A2:SULT1A1:ALDH3A1:CYP2B6:CYP2A13:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BIOLOGICAL_OXIDATIONS
Canonical_Pathways	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	23	16	3.431731024641188e-29	1.767341477690212e-26	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
Canonical_Pathways	REACTOME_GLUCURONIDATION	23	16	3.431731024641188e-29	1.767341477690212e-26	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCURONIDATION
Canonical_Pathways	WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	174	27	4.538687925748693e-27	2.0035065272233513e-24	AKR1A1:FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43:CYP2C18:CYP2E1:GLYAT:MGST1:SULT1A2:SULT1A1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II
Canonical_Pathways	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	46	18	1.826587102162056e-26	7.05519268210094e-24	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_DRUG_METABOLISM_OTHER_ENZYMES
Canonical_Pathways	WP_GLUCURONIDATION	24	15	2.4471394842711626e-26	8.401845562664325e-24	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_GLUCURONIDATION
Canonical_Pathways	REACTOME_ASPIRIN_ADME	39	17	4.722677025354916e-26	1.459307200834669e-23	UGT1A8:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2:CYP2E1:GLYAT	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ASPIRIN_ADME
