Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
Endometrial ablation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2026,211562,0.871441182667479,-1.01354386057077,,,categorical-20004-both_sexes-1360-
L91 Hypertrophic disorders of skin,131824,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,3891,390950,0.871777123499049,-1.0145436484757,,,icd_first_occurrence-131824-both_sexes--
Vitamin c product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4939,389844,0.872095389991651,-1.01322378167733,,,categorical-20003-both_sexes-1140909726-
Lansoprazole,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,14214,380569,0.872409624277868,-1.01415659439961,,,categorical-20003-both_sexes-1140864752-
K22 Other diseases of oesophagus,131586,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,13559,381282,0.873402265505596,-1.01049494409471,,,icd_first_occurrence-131586-both_sexes--
Removal of mole/skin lesion,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5549,389234,0.873685122639174,-1.01402570926343,,,categorical-20004-both_sexes-1504-
K31 Other diseases of stomach and duodenum,131602,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,10330,384511,0.873911426867392,-1.01400638511432,,,icd_first_occurrence-131602-both_sexes--
B96 Other bacterial agents as the cause of diseases classified to other chapters,130338,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,9941,384900,0.874287532578383,-1.01331298602647,,,icd_first_occurrence-130338-both_sexes--
H57 Other disorders of eye and adnexa,131216,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,5996,388845,0.87474645256567,-1.01270705601883,,,icd_first_occurrence-131216-both_sexes--
Colonoscopy/sigmoidoscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,7758,387025,0.874932224036722,-1.01256907614005,,,categorical-20004-both_sexes-1519-
M85 Other disorders of bone density and structure,131972,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9939,384902,0.875458849342288,-1.00354502532307,,,icd_first_occurrence-131972-both_sexes--
Calcium,30680,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,344966,,0.876028983329515,0.150622499295562,,,continuous-30680-both_sexes--irnt
Q01.3 Excision of lesion of cervix uteri,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2371,211242,0.876262975126506,-1.0123016354659,,,categorical-41200-both_sexes-Q013-
B28.3 Excision of lesion of breast NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3243,210370,0.876286832826213,-1.01509871283172,,,categorical-41200-both_sexes-B283-
V55.1 One level of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4173,390668,0.876645884421423,-1.01382301791849,,,categorical-41210-both_sexes-V551-
A55.9 Unspecified diagnostic spinal puncture,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3572,391269,0.876956854836812,-1.01331852065276,,,categorical-41200-both_sexes-A559-
Y53.5 Approach to organ under image intensifier,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6893,387948,0.877104231528766,-1.01298360827431,,,categorical-41210-both_sexes-Y535-
Cetirizine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4454,390329,0.877425161091394,-1.01339989434887,,,categorical-20003-both_sexes-1140883504-
"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",131466,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,5190,389651,0.877628283930707,-1.01201272919588,,,icd_first_occurrence-131466-both_sexes--
Endoscopy / gastroscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,7933,386850,0.877639901706495,-1.0120285267831,,,categorical-20004-both_sexes-1517-
G35 Multiple sclerosis,131042,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1916,392925,0.878236587598988,-1.02265998273721,,,icd_first_occurrence-131042-both_sexes--
R22.2 Low vacuum delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,436,213177,0.878344618410662,-1.01779999685659,,,categorical-41200-both_sexes-R222-
RareCancer custom,RareCancer_custom,categorical,,Health-related outcomes > Cancer,,13042,303530,0.878433436347483,-1.02367633203521,,,categorical-RareCancer_custom-both_sexes--custom
M22 Disorders of patella,131882,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2525,392316,0.87860978140026,-1.0034828901094,,,icd_first_occurrence-131882-both_sexes--
G55 Nerve root and plexus compressions in diseases classified elsewhere,131072,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,4865,389976,0.878646322976864,-1.01322483750261,,,icd_first_occurrence-131072-both_sexes--
Z28.7 Colon NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7234,387607,0.878751457946068,-1.01210199884403,,,categorical-41210-both_sexes-Z287-
Ramipril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,18433,376350,0.87922044908128,-1.01299533921255,,,categorical-20003-both_sexes-1140860806-
Z50.4 Skin of leg NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6441,388400,0.879419154322286,-1.01161896171197,,,categorical-41210-both_sexes-Z504-
K20 Oesophagitis,131582,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,11693,383148,0.879772937754767,-0.993434356088565,,,icd_first_occurrence-131582-both_sexes--
K35 Acute appendicitis,131604,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3528,391313,0.880081437700567,-1.01436090483582,,,icd_first_occurrence-131604-both_sexes--
L65 Other nonscarring hair loss,131782,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2350,392491,0.880110717001781,-1.01682440589195,,,icd_first_occurrence-131782-both_sexes--
B26 Mumps,130216,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,4531,390310,0.880506690946472,-1.01300147001852,,,icd_first_occurrence-130216-both_sexes--
O64 Obstructed labour due to malposition and malpresentation of foetus,132252,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,400,213213,0.881043565816809,-1.01964071579657,,,icd_first_occurrence-132252-both_sexes--
L73 Other follicular disorders,131796,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2909,391932,0.881050255800487,-1.01252255817465,,,icd_first_occurrence-131796-both_sexes--
K02 Dental caries,131556,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3549,391292,0.881286654780489,-1.01153968156265,,,icd_first_occurrence-131556-both_sexes--
N61 Inflammatory disorders of breast,132098,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1497,212116,0.881380904610676,-1.01170701928376,,,icd_first_occurrence-132098-both_sexes--
Hyperthyroidism/thyrotoxicosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3019,391764,0.881411474235343,-0.998304396209386,,,categorical-20002-both_sexes-1225-
Gynaecological surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2247,211341,0.88150940109956,-1.01135467623768,,,categorical-20004-both_sexes-1354-
P27.3 Colposcopy of vagina,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1178,212435,0.881521895899939,-1.01149920730845,,,categorical-41200-both_sexes-P273-
L25 Unspecified contact dermatitis,131730,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2540,392301,0.882064352232007,-1.01276166858025,,,icd_first_occurrence-131730-both_sexes--
Y53.1 Approach to organ under radiological control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7082,387759,0.882279004572312,-1.01181391860493,,,categorical-41210-both_sexes-Y531-
Allergy or anaphylactic reaction to drug,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3466,391317,0.882421690560263,-1.01110705093701,,,categorical-20002-both_sexes-1386-
Z09 Follow-up examination after treatment for conditions other than malignant neoplasms,Z09,icd10,,Chapter XXI Factors influencing health status and contact with health services | Z00-Z13 Persons encountering health services for examination and investigation | Z09 Follow-up examination after treatment for conditions other than malignant neoplasms,,10199,384642,0.882435057239075,-1.0115279928768,,,icd10-Z09-both_sexes--
L87.4 Avulsion of varicose vein of leg,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5666,389175,0.882472601474629,-0.997484863366576,,,categorical-41210-both_sexes-L874-
Ferrous sulphate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1934,392849,0.88259753352386,-1.01251884295301,,,categorical-20003-both_sexes-1140870390-
X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3331,391510,0.882719486459402,-1.01165397804706,,,categorical-41210-both_sexes-X723-
Bunion/hallus valgus surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4780,208808,0.883423724015446,-1.01391167512994,,,categorical-20004-both_sexes-1503-
Ranitidine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,6500,388283,0.883577837970987,-1.01089440881223,,,categorical-20003-both_sexes-1140879406-
L90 Atrophic disorders of skin,131822,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,4321,390520,0.883954815308354,-1.01089303208654,,,icd_first_occurrence-131822-both_sexes--
Multiple sclerosis custom,Multiple_sclerosis_custom,categorical,,,,1815,393026,0.884398755981034,-1.02068390117994,,,categorical-Multiple_sclerosis_custom-both_sexes--custom
O14.2 Sentinel lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2776,210837,0.884453129993257,-1.01223758635229,,,categorical-41210-both_sexes-O142-
F09.1 Surgical removal of impacted wisdom tooth,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1670,393171,0.884608393822928,-1.01198206878568,,,categorical-41200-both_sexes-F091-
Spine or back surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4801,389982,0.88461525036564,-1.01156668521883,,,categorical-20004-both_sexes-1320-
W90.3 Injection of therapeutic substance into joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7153,387688,0.884841883516534,-1.01124542280948,,,categorical-41200-both_sexes-W903-
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,8061,386072,0.884957273105907,-1.00557682394618,,,categorical-6152-both_sexes-5-
K51 Ulcerative colitis,131628,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4410,390431,0.885096657811338,-0.999090091512367,,,icd_first_occurrence-131628-both_sexes--
IBD custom1,IBD_custom1,categorical,,Autoimmune/inflammatory,,4783,375008,0.885165735038776,-1.01226738013529,,,categorical-IBD_custom1-both_sexes--custom
IBD custom1,IBD_custom1,categorical,,Autoimmune/inflammatory,,4783,375008,0.885165735038776,-1.01226738013529,,,categorical-IBD_custom1-both_sexes--custom
M45.9 Unspecified diagnostic endoscopic examination of bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4928,389913,0.885268563443147,-1.01112318070116,,,categorical-41210-both_sexes-M459-
A04 Other bacterial intestinal infections,130008,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,5769,389072,0.885438859943571,-1.01054253167068,,,icd_first_occurrence-130008-both_sexes--
M24 Other specific joint derangements,131886,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,3437,391404,0.885686729755423,-1.01187813789125,,,icd_first_occurrence-131886-both_sexes--
Seretide 50 evohaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4685,390098,0.88636120508487,-1.00217658912647,,,categorical-20003-both_sexes-1141176832-
Z50.1 Skin of arm,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4743,390098,0.886654327328069,-1.0109641687323,,,categorical-41210-both_sexes-Z501-
