Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
Mean FA in fornix cres+stria terminalis on FA skeleton (right),25094,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.222507501608565,0.0645609566639321,,,continuous-25094-both_sexes--irnt
Mean MD in posterior limb of internal capsule on FA skeleton (left),25123,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.222914231837832,-0.0698459316919591,,,continuous-25123-both_sexes--irnt
H55.3 Laying open of anal fistula NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,525,394316,0.223675241411207,-0.418937968302164,,,categorical-41200-both_sexes-H553-
Fosinopril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,180,394603,0.223830153086572,0.71032670680339,,,categorical-20003-both_sexes-1140888556-
M30.9 Unspecified diagnostic endoscopic examination of ureter,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,310,394531,0.223876102647795,0.533262409629735,,,categorical-41210-both_sexes-M309-
Beclometasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3590,391193,0.223884746882416,0.159391680452563,,,categorical-20003-both_sexes-1140909786-
Z50.2 Skin of hand,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1891,392950,0.223914133701932,-0.221980528182098,,,categorical-41210-both_sexes-Z502-
S15.1 Biopsy of lesion of skin of head or neck NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,429,394412,0.224109566674768,0.466963591236984,,,categorical-41200-both_sexes-S151-
Mean OD in uncinate fasciculus on FA skeleton (left),25437,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.224168083433935,0.0720080592384766,,,continuous-25437-both_sexes--irnt
S08.2 Curettage and cauterisation of lesion of skin NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,226,394615,0.224188409808369,0.635104207501616,,,categorical-41210-both_sexes-S082-
M02 Reactive arthropathies,131844,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,192,394649,0.224743737929346,-0.687373451843771,,,icd_first_occurrence-131844-both_sexes--
Calcium,30680,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,344966,,0.225018260154685,-0.0155780124458796,,,continuous-30680-both_sexes--irnt
X29.9 Unspecified continuous Infusion of therapeutic substance,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,301,394540,0.225138445261711,-0.569513860595595,,,categorical-41200-both_sexes-X299-
Adalat 5mg capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,906,393877,0.225401955739564,0.320804805614459,,,categorical-20003-both_sexes-1140861090-
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,10640,51006,0.226007801556281,-0.100834714942009,,,categorical-20536-both_sexes-1-
Weighted-mean L1 in tract medial lemniscus (right),25587,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.226243546214345,-0.0690212037385737,,,continuous-25587-both_sexes--irnt
Mean L1 in inferior cerebellar peduncle on FA skeleton (left),25211,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.226536280449607,0.0710766575875975,,,continuous-25211-both_sexes--irnt
O82 Single delivery by caesarean section,132280,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,2095,211518,0.226562494342659,0.21277611319343,,,icd_first_occurrence-132280-both_sexes--
Mean L1 in fornix on FA skeleton,25205,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.227055739281201,-0.0610798738234986,,,continuous-25205-both_sexes--irnt
Antihistamine 60mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,278,394505,0.227523960419833,-0.567270340406753,,,categorical-20003-both_sexes-1140926922-
Efexor 37.5mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,197,394586,0.22779082194592,-0.684997387216579,,,categorical-20003-both_sexes-1140916288-
Achilles tendon repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,653,394130,0.227814679885222,0.365168068739023,,,categorical-20004-both_sexes-1533-
Weighted-mean L3 in tract medial lemniscus (right),25641,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.228240941985396,-0.0681080845624605,,,continuous-25641-both_sexes--irnt
G74.2 Creation of temporary ileostomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,325,394516,0.22828644969205,0.525862238638242,,,categorical-41210-both_sexes-G742-
N06.3 Orchidectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,447,180781,0.228568533759636,-0.450970821399821,,,categorical-41200-both_sexes-N063-
Weighted-mean MO in tract inferior longitudinal fasciculus (left),25556,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.22862541065136,0.0700889129991444,,,continuous-25556-both_sexes--irnt
Z42.2 Prostate,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,424,180804,0.228825590143572,0.462338324048967,,,categorical-41210-both_sexes-Z422-
H60 Otitis externa,131222,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,17587,377254,0.228896325846138,-0.0720096244777133,,,icd_first_occurrence-131222-both_sexes--
L87.5 Local excision of varicose vein of leg,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,187,394654,0.229018819584552,-0.685864323973827,,,categorical-41210-both_sexes-L875-
Iron+folic acid,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,185,394598,0.229255804679592,-0.6855926981416,,,categorical-20003-both_sexes-1140870306-
Z38.6 Popliteal artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,184,394657,0.230041750924253,-0.686117206941548,,,categorical-41210-both_sexes-Z386-
Mean ICVF in tapetum on FA skeleton (right),25390,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.230274112609331,0.0683295503232781,,,continuous-25390-both_sexes--irnt
Leg fat-free mass (left),23117,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387906,,0.230516966804796,-0.00934510519915838,,,continuous-23117-both_sexes--irnt
Tympanic membrane surgery / ear drum repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,651,394132,0.230601368458297,-0.364972552733021,,,categorical-20004-both_sexes-1556-
Fracture neck of femur / hip,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,256,394527,0.231131304427394,0.568800968364771,,,categorical-20002-both_sexes-1648-
Leg predicted mass (left),23118,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387901,,0.231319030786347,-0.00926711359207544,,,continuous-23118-both_sexes--irnt
Q01.3 Excision of lesion of cervix uteri,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2371,211242,0.232104535755913,-0.192223179532334,,,categorical-41200-both_sexes-Q013-
"F99 Mental disorder, not otherwise specified",130990,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,270,394571,0.232130963343872,0.567108724395811,,,icd_first_occurrence-130990-both_sexes--
N44 Torsion of testis,132080,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,189,181039,0.232242268851167,-0.683853584272957,,,icd_first_occurrence-132080-both_sexes--
Weighted-mean OD in tract posterior thalamic radiation (left),25696,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.232534539806024,0.0687564526740766,,,continuous-25696-both_sexes--irnt
S57.8 Other specified exploration of other skin of other site,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,175,394666,0.232842263738686,0.693334524440816,,,categorical-41210-both_sexes-S578-
P24.2 Sacrocolpopexy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,344,213269,0.232974755855499,-0.494032107419738,,,categorical-41200-both_sexes-P242-
"Seen doctor (GP) for nerves, anxiety, tension or depression",2090,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,135495,256629,0.233004114367224,0.0274383391112045,,,categorical-2090-both_sexes--
Skin operation or plastic surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3381,391402,0.233123302950623,0.161272473211792,,,categorical-20004-both_sexes-1474-
K76 Other diseases of liver,131670,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,6864,387977,0.233589068304755,-0.112415176004788,,,icd_first_occurrence-131670-both_sexes--
L20 Atopic dermatitis,131720,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,10935,383906,0.234935136698653,0.0897352168254848,,,icd_first_occurrence-131720-both_sexes--
"E87 Other disorders of fluid, electrolyte and acid-base balance",130828,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,9106,385735,0.234974795578608,-0.0987647102430803,,,icd_first_occurrence-130828-both_sexes--
Mean MD in external capsule on FA skeleton (right),25136,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.23497699463276,-0.0664282188798347,,,continuous-25136-both_sexes--irnt
B30.3 Removal of prosthesis for breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,275,213338,0.235224947677514,-0.561812738482873,,,categorical-41200-both_sexes-B303-
Q27 Other congenital malformations of peripheral vascular system,132480,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,191,394650,0.235366405444621,-0.680538672559023,,,icd_first_occurrence-132480-both_sexes--
Mean MD in fornix on FA skeleton,25109,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.235579452226896,-0.0599139364864471,,,continuous-25109-both_sexes--irnt
Volume of grey matter in Thalamus (right),25879,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.235863298808059,0.0626040899299675,,,continuous-25879-both_sexes--irnt
Flixotide 25micrograms inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,658,394125,0.236172186468622,-0.361104680442287,,,categorical-20003-both_sexes-1140864286-
Iritis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,179,394604,0.236252929820684,-0.683533727138592,,,categorical-20002-both_sexes-1530-
K59.4 Renewal of cardioverter defibrillator,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,190,394651,0.236292159941018,0.688631742409983,,,categorical-41200-both_sexes-K594-
Doctor diagnosed sarcoidosis,22133,categorical,,Online follow-up > Work environment > Medical information,,431,99446,0.236537232606474,-0.444730269244303,,,categorical-22133-both_sexes--
W36.5 Diagnostic extraction of bone marrow NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3181,391660,0.236672872893391,-0.164471282710065,,,categorical-41200-both_sexes-W365-
Mean L3 in fornix cres+stria terminalis on FA skeleton (right),25334,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.236678049103411,-0.0621586749438836,,,continuous-25334-both_sexes--irnt
C44 Other malignant neoplasms of skin,C44,icd10,,Chapter II Neoplasms | C43-C44 Melanoma and other malignant neoplasms of skin | C44 Other malignant neoplasms of skin,,10649,384192,0.236797180216907,-0.0896468053548267,,,icd10-C44-both_sexes--
Z58.3 Tibialis posterior,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,185,394656,0.236922252566501,-0.679583344687909,,,categorical-41210-both_sexes-Z583-
Neck problem/injury,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,347,394436,0.237007474243773,-0.491564269353247,,,categorical-20002-both_sexes-1545-
Polycystic kidney,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,268,394515,0.23719307302848,0.559842451056939,,,categorical-20002-both_sexes-1427-
Mean ICVF in anterior corona radiata on FA skeleton (right),25366,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.237205867974633,0.0672722070847032,,,continuous-25366-both_sexes--irnt
Volume of grey matter in X Cerebellum (left),25918,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.237402252876553,0.0621411443857488,,,continuous-25918-both_sexes--irnt
Q18.8 Other specified diagnostic endoscopic examination of uterus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1499,212114,0.2375250924606,0.236892207409886,,,categorical-41210-both_sexes-Q188-
